nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
K106B,"[""ZL""]","Control of Disease Services (Spraying)","Contrôle des maladies (pulvérisation)","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
K106C,"[""ZL""]","Mosquito and other Insect Control","Lutte contre les moustiques et autres insectes","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
K105AO,"[""ZL""]","Commissionaire Services","Services de commissionnaires","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
L004A,"[""ZL""]","Actuarial Services","Services d'actuaires","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
L004B,"[""ZL""]","Insurance Associated Risk Management","Gestion des risques relative aux assurances","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
L004C,"[""ZL""]","Insurance Services","Services d'assurances","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
M181A,"[""ZL""]","Operation and Maintenance Services of a Technical/Scientific Facility","Services d'exploitation et d'entretien d'installations techniques et scientifiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
L099H,"[""ZL""]","Financial Related Risk Management Services","Services de gestion des risques liés aux finances","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R019P,"[""ZL""]","Threat and Risk Assessment Services","Services d'évaluation de la menace et des risques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R101A,"[""ZL""]","Expert Witness","Témoins expert","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R116A,"[""ZL""]","Court Reporting Services","Services de reportage en cour","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R116B,"[""ZL""]","Verbatim Reporting Services","Services de comptes rendus exhaustifs","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R201F,"[""ZL""]","Hiring of Ships' Crews, Pilots, Etc.","Embauche d'équipages et de pilotes de navires, etc.","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R201FA,"[""ZL""]","Services Related to Water Transportation - Hiring of Ships' Crews, Pilots, Etc.","Services relatifs au transport maritime - embauche d'équipages et de pilotes de navires, etc.","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V201A,"[""ZL""]","Fixed Wing Aircraft - Airplane Charter","Affrètement aéronef à voilure fixe - Affrètement avion","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V201B,"[""ZL""]","Rotary Wing Aircraft - Helicopter Charter","Affrètement aéronef à voilure tournante - Affrètement hélicoptère","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V201C,"[""ZL""]","Class 9-4:  Fixed Wing International Charter Commercial Air Services","Classe 9-4: voilure fixe - service d'affrètement aérien commercial international","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V201D,"[""ZL""]","Class 9-4: Rotating Wing International Charter Commercial Air Services","Classe 9-4: voilure tournante - service d'affrètement aérien commercial internationale","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204J,"[""ZL""]","Air Ambulance Services","Services d'ambulanciers aériens","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204L,"[""ZL""]","Ground Handling Services","Services de manutention au sol","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204M,"[""ZL""]","Operation, Maintenance and Servicing of Crown Owned or Leased Aircraft","Aéronefs loués par l'État ou lui appartenant  - opération, entretien et réparation","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204N,"[""ZL""]","Air-to-Air Gunnery Towing and Scoring Services","Services de remorquage et de notation pour tirs au canon air-air","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V203A,"[""ZL""]","Aircraft and Glider Dry Leases","Hangars pour aéronefs et planeurs - location à bail","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204A,"[""ZL""]","Air Taxi","Avion de navette","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204F,"[""ZL""]","Aerial Application and Distribution Services","Services aériens d'épandage et de dispersion de produits","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204G,"[""ZL""]","Aerial Control Services","Service de surveillance aérienne","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204H,"[""ZL""]","Aerial Inspection and Reconnaissance Services","Services de reconnaissance et d'inspection aérienne","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204I,"[""ZL""]","Flying Training","Formation pour vol","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V204IA,"[""ZL""]","Parachute Operations","Opérations de parachutage","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V506A,"[""ZL""]","Diving and Salvage Services","Services de plongée et de récupération","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V502A,"[""ZL""]","Relocation Services","Service de réinstallation","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V502C,"[""ZL""]","Accommodation and Food Services, N.E.S.","Services de logement et d'alimentation N.E.A.","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
V502CA,"[""ZL""]","Accommodation and/or Food Support Services","Services de logement et, ou d'alimentation","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R019Q,"[""ZL""]","Marine Consulting","Consultation maritime","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R201H,"[""ZL""]","Executive Search Services","Services de recrutement de cadres","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R104B,"[""ZL""]","Transcription Services","Services de transcription","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPDSD-DSRP%2cou%3dPSPD-DASP%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R199L,"[""XK""]","Facilities Operations Service","Services d'exploitation des installations","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dPWGSC-PWGSC%2cou%3dSSC-SPC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dPWGSC-PWGSC%2cou%3dSSC-SPC%2co%3dGC%2cc%3dCA""]",Active,Actif
V503B,"[""XN""]","Travel Management Services","Services de gestion de voyage","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dSTSBTD-DSVPTO%2cou%3dSPID-DISA%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dSTSBTD-DSVPTO%2cou%3dSPID-DISA%2cou%3dSTAMS-SGAST%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R118DA,"[""CX""]","Rental of Exhibit Space - Canada","Location d'espaces pour exposition - Canada","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R118DB,"[""CX""]","Rental of Exhibit Space - U.S.A.","Location d'espaces pour exposition - États-Unis","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R118DC,"[""CX""]","Rental of Exhibit Space - Europe","Location d'espaces pour exposition - Europe","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
R118DD,"[""CX""]","Rental of Exhibit Space - All Others Except Canada, U.S.A. and Europe","Location d'espaces pour exposition - tous les autres pays sauf le Canada, les États-Unis et l'Europe","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
T000A,"[""CX""]","Communication Telemarketing","Communication en Télémarketing","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dEAECPSP-AAE%c9IC%2cou%3dCPD-DAEC%2cou%3dSSAMS-SGSAS%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
